# Ausgabe:______________________________________________________
# Zeit	X	Y	Z	VX	VY	VZ	L	E
4.38	-7.69794	-0.551804	-1.66262e-14	0.555976	0.104806	-1.44368e-15	0.5	0.0304742
4.39	-7.69238	-0.550756	-1.66433e-14	0.556143	0.104818	-1.71067e-15	0.5	0.0304741
4.4	-7.68681	-0.549707	-1.66543e-14	0.556311	0.10483	-1.09809e-15	0.5	0.0304741
4.41	-7.68125	-0.548659	-1.66699e-14	0.556479	0.104842	-1.56633e-15	0.5	0.030474
4.42	-7.67568	-0.54761	-1.66883e-14	0.556647	0.104854	-1.83806e-15	0.5	0.0304739
4.43	-7.67011	-0.546562	-1.671e-14	0.556816	0.104866	-2.164e-15	0.5	0.0304738
4.44	-7.66454	-0.545513	-1.67319e-14	0.556984	0.104878	-2.19043e-15	0.5	0.0304737
4.45	-7.65897	-0.544464	-1.67478e-14	0.557153	0.10489	-1.59276e-15	0.5	0.0304736
4.46	-7.6534	-0.543415	-1.67592e-14	0.557322	0.104902	-1.14485e-15	0.5	0.0304736
4.47	-7.64782	-0.542366	-1.67716e-14	0.557492	0.104914	-1.23497e-15	0.5	0.0304735
4.48	-7.64225	-0.541317	-1.67783e-14	0.557662	0.104926	-6.73222e-16	0.5	0.0304734
4.49	-7.63667	-0.540267	-1.67908e-14	0.557831	0.104938	-1.24649e-15	0.5	0.0304733
4.5	-7.63109	-0.539218	-1.68024e-14	0.558002	0.10495	-1.16382e-15	0.5	0.0304732
4.51	-7.62551	-0.538168	-1.68119e-14	0.558172	0.104962	-9.45628e-16	0.5	0.0304731
4.52	-7.61992	-0.537118	-1.68208e-14	0.558343	0.104974	-8.88707e-16	0.5	0.0304731
4.53	-7.61434	-0.536069	-1.68229e-14	0.558514	0.104986	-2.15146e-16	0.5	0.030473
4.54	-7.60875	-0.535019	-1.68282e-14	0.558685	0.104998	-5.25499e-16	0.5	0.0304729
4.55	-7.60316	-0.533968	-1.68329e-14	0.558856	0.10501	-4.74e-16	0.5	0.0304728
4.56	-7.59757	-0.532918	-1.68418e-14	0.559028	0.105023	-8.92773e-16	0.5	0.0304727
4.57	-7.59198	-0.531868	-1.68478e-14	0.5592	0.105035	-5.94617e-16	0.5	0.0304726
4.58	-7.58639	-0.530817	-1.68528e-14	0.559372	0.105047	-5.0246e-16	0.5	0.0304725
4.59	-7.58079	-0.529767	-1.6861e-14	0.559545	0.105059	-8.21622e-16	0.5	0.0304724
4.6	-7.57519	-0.528716	-1.68634e-14	0.559718	0.105071	-2.33442e-16	0.5	0.0304724
4.61	-7.5696	-0.527665	-1.68677e-14	0.559891	0.105083	-4.38085e-16	0.5	0.0304723
4.62	-7.564	-0.526614	-1.68734e-14	0.560064	0.105095	-5.62769e-16	0.5	0.0304722
4.63	-7.55839	-0.525563	-1.68839e-14	0.560237	0.105107	-1.04863e-15	0.5	0.0304721
4.64	-7.55279	-0.524512	-1.68959e-14	0.560411	0.105119	-1.20855e-15	0.5	0.030472
4.65	-7.54718	-0.523461	-1.69062e-14	0.560585	0.105131	-1.0283e-15	0.5	0.0304719
4.66	-7.54158	-0.522409	-1.69163e-14	0.560759	0.105143	-1.01136e-15	0.5	0.0304718
4.67	-7.53597	-0.521358	-1.69323e-14	0.560934	0.105155	-1.59276e-15	0.5	0.0304717
4.68	-7.53035	-0.520306	-1.69471e-14	0.561109	0.105167	-1.4796e-15	0.5	0.0304717
4.69	-7.52474	-0.519254	-1.69662e-14	0.561284	0.10518	-1.91531e-15	0.5	0.0304716
4.7	-7.51913	-0.518202	-1.69854e-14	0.561459	0.105192	-1.92073e-15	0.5	0.0304715
4.71	-7.51351	-0.51715	-1.70042e-14	0.561635	0.105204	-1.87804e-15	0.5	0.0304714
4.72	-7.50789	-0.516098	-1.70251e-14	0.561811	0.105216	-2.09353e-15	0.5	0.0304713
4.73	-7.50227	-0.515046	-1.70422e-14	0.561987	0.105228	-1.70796e-15	0.5	0.0304712
4.74	-7.49665	-0.513994	-1.70524e-14	0.562163	0.10524	-1.01746e-15	0.5	0.0304711
4.75	-7.49103	-0.512941	-1.7066e-14	0.56234	0.105252	-1.35695e-15	0.5	0.030471
4.76	-7.4854	-0.511888	-1.70851e-14	0.562517	0.105264	-1.9126e-15	0.5	0.0304709
4.77	-7.47978	-0.510836	-1.71003e-14	0.562694	0.105276	-1.51687e-15	0.5	0.0304708
4.78	-7.47415	-0.509783	-1.71085e-14	0.562872	0.105289	-8.29076e-16	0.5	0.0304707
4.79	-7.46852	-0.50873	-1.71144e-14	0.56305	0.105301	-5.83097e-16	0.5	0.0304706
4.8	-7.46288	-0.507677	-1.71226e-14	0.563228	0.105313	-8.21622e-16	0.5	0.0304706
4.81	-7.45725	-0.506623	-1.71288e-14	0.563406	0.105325	-6.16301e-16	0.5	0.0304705
4.82	-7.45161	-0.50557	-1.71317e-14	0.563584	0.105337	-2.92396e-16	0.5	0.0304704
4.83	-7.44598	-0.504516	-1.71388e-14	0.563763	0.105349	-7.11846e-16	0.5	0.0304703
4.84	-7.44034	-0.503463	-1.7144e-14	0.563942	0.105361	-5.15335e-16	0.5	0.0304702
4.85	-7.4347	-0.502409	-1.71478e-14	0.564122	0.105374	-3.87263e-16	0.5	0.0304701
4.86	-7.42905	-0.501355	-1.71562e-14	0.564302	0.105386	-8.38563e-16	0.5	0.03047
4.87	-7.42341	-0.500301	-1.71702e-14	0.564481	0.105398	-1.40303e-15	0.5	0.0304699
4.88	-7.41776	-0.499247	-1.7185e-14	0.564662	0.10541	-1.47824e-15	0.5	0.0304698
4.89	-7.41211	-0.498193	-1.71997e-14	0.564842	0.105422	-1.47011e-15	0.5	0.0304697
4.9	-7.40646	-0.497139	-1.72086e-14	0.565023	0.105434	-8.90062e-16	0.5	0.0304696
4.91	-7.40081	-0.496084	-1.72195e-14	0.565204	0.105446	-1.08725e-15	0.5	0.0304695
4.92	-7.39516	-0.49503	-1.72236e-14	0.565385	0.105459	-4.08948e-16	0.5	0.0304694
4.93	-7.3895	-0.493975	-1.72233e-14	0.565567	0.105471	2.47334e-17	0.5	0.0304693
4.94	-7.38384	-0.49292	-1.72235e-14	0.565749	0.105483	-1.25361e-17	0.5	0.0304692
4.95	-7.37818	-0.491865	-1.72294e-14	0.565931	0.105495	-5.98005e-16	0.5	0.0304691
4.96	-7.37252	-0.49081	-1.72409e-14	0.566114	0.105507	-1.15027e-15	0.5	0.030469
4.97	-7.36686	-0.489755	-1.72591e-14	0.566296	0.105519	-1.81977e-15	0.5	0.0304689
4.98	-7.3612	-0.4887	-1.72719e-14	0.566479	0.105532	-1.2736e-15	0.5	0.0304688
4.99	-7.35553	-0.487644	-1.72905e-14	0.566663	0.105544	-1.85771e-15	0.5	0.0304687
5	-7.34986	-0.486589	-1.73149e-14	0.566846	0.105556	-2.44521e-15	0.5	0.0304686
5.01	-7.34419	-0.485533	-1.73383e-14	0.56703	0.105568	-2.33883e-15	0.5	0.0304685
5.02	-7.33852	-0.484477	-1.73594e-14	0.567215	0.10558	-2.11114e-15	0.5	0.0304684
5.03	-7.33284	-0.483421	-1.73872e-14	0.567399	0.105592	-2.78335e-15	0.5	0.0304683
5.04	-7.32717	-0.482365	-1.74139e-14	0.567584	0.105605	-2.66206e-15	0.5	0.0304682
5.05	-7.32149	-0.481309	-1.74363e-14	0.567769	0.105617	-2.24328e-15	0.5	0.0304681
5.06	-7.31581	-0.480253	-1.74603e-14	0.567954	0.105629	-2.39778e-15	0.5	0.030468
5.07	-7.31013	-0.479196	-1.74797e-14	0.56814	0.105641	-1.93767e-15	0.5	0.0304679
5.08	-7.30445	-0.47814	-1.74973e-14	0.568326	0.105653	-1.76352e-15	0.5	0.0304678
5.09	-7.29876	-0.477083	-1.75084e-14	0.568512	0.105666	-1.10894e-15	0.5	0.0304677
5.1	-7.29307	-0.476026	-1.75184e-14	0.568698	0.105678	-9.97805e-16	0.5	0.0304676
5.11	-7.28739	-0.474969	-1.75216e-14	0.568885	0.10569	-3.22211e-16	0.5	0.0304675
5.12	-7.28169	-0.473912	-1.75183e-14	0.569072	0.105702	3.26955e-16	0.5	0.0304674
5.13	-7.276	-0.472855	-1.75108e-14	0.56926	0.105714	7.47083e-16	0.5	0.0304673
5.14	-7.27031	-0.471798	-1.75103e-14	0.569448	0.105726	5.45489e-17	0.5	0.0304672
5.15	-7.26461	-0.470741	-1.7516e-14	0.569636	0.105739	-5.72933e-16	0.5	0.0304671
5.16	-7.25891	-0.469683	-1.75213e-14	0.569824	0.105751	-5.30243e-16	0.5	0.030467
5.17	-7.25321	-0.468625	-1.75212e-14	0.570012	0.105763	1.72795e-17	0.5	0.0304669
5.18	-7.24751	-0.467568	-1.75268e-14	0.570201	0.105775	-5.60058e-16	0.5	0.0304668
5.19	-7.24181	-0.46651	-1.75317e-14	0.570391	0.105788	-4.92973e-16	0.5	0.0304667
5.2	-7.2361	-0.465452	-1.75407e-14	0.57058	0.1058	-8.97516e-16	0.5	0.0304666
5.21	-7.23039	-0.464394	-1.75456e-14	0.57077	0.105812	-4.94328e-16	0.5	0.0304665
5.22	-7.22468	-0.463335	-1.75476e-14	0.57096	0.105824	-1.96173e-16	0.5	0.0304664
5.23	-7.21897	-0.462277	-1.75539e-14	0.57115	0.105836	-6.35275e-16	0.5	0.0304663
5.24	-7.21326	-0.461219	-1.75567e-14	0.571341	0.105849	-2.80876e-16	0.5	0.0304662
5.25	-7.20754	-0.46016	-1.75566e-14	0.571532	0.105861	1.32137e-17	0.5	0.0304661
5.26	-7.20183	-0.459101	-1.75602e-14	0.571723	0.105873	-3.62191e-16	0.5	0.030466
5.27	-7.19611	-0.458042	-1.75689e-14	0.571915	0.105885	-8.65668e-16	0.5	0.0304659
5.28	-7.19039	-0.456983	-1.75783e-14	0.572107	0.105897	-9.39529e-16	0.5	0.0304658
5.29	-7.18466	-0.455924	-1.75898e-14	0.572299	0.10591	-1.15569e-15	0.5	0.0304657
5.3	-7.17894	-0.454865	-1.76052e-14	0.572492	0.105922	-1.53448e-15	0.5	0.0304656
5.31	-7.17321	-0.453806	-1.76157e-14	0.572685	0.105934	-1.05269e-15	0.5	0.0304654
5.32	-7.16748	-0.452746	-1.76248e-14	0.572878	0.105946	-9.09713e-16	0.5	0.0304653
5.33	-7.16175	-0.451687	-1.76403e-14	0.573071	0.105959	-1.55481e-15	0.5	0.0304652
5.34	-7.15602	-0.450627	-1.76558e-14	0.573265	0.105971	-1.54939e-15	0.5	0.0304651
5.35	-7.15028	-0.449567	-1.76655e-14	0.573459	0.105983	-9.63923e-16	0.5	0.030465
5.36	-7.14455	-0.448507	-1.76808e-14	0.573654	0.105995	-1.52974e-15	0.5	0.0304649
5.37	-7.13881	-0.447447	-1.76902e-14	0.573848	0.106007	-9.44272e-16	0.5	0.0304648
5.38	-7.13307	-0.446387	-1.77053e-14	0.574044	0.10602	-1.50467e-15	0.5	0.0304647
5.39	-7.12733	-0.445327	-1.77181e-14	0.574239	0.106032	-1.28444e-15	0.5	0.0304646
5.4	-7.12158	-0.444266	-1.77378e-14	0.574435	0.106044	-1.96817e-15	0.5	0.0304645
5.41	-7.11584	-0.443206	-1.77522e-14	0.574631	0.106056	-1.43758e-15	0.5	0.0304643
5.42	-7.11009	-0.442145	-1.77727e-14	0.574827	0.106069	-2.04948e-15	0.5	0.0304642
5.43	-7.10434	-0.441084	-1.77982e-14	0.575024	0.106081	-2.55567e-15	0.5	0.0304641
5.44	-7.09859	-0.440023	-1.78264e-14	0.575221	0.106093	-2.81452e-15	0.5	0.030464
5.45	-7.09283	-0.438962	-1.78512e-14	0.575418	0.106105	-2.48316e-15	0.5	0.0304639
5.46	-7.08708	-0.437901	-1.78725e-14	0.575616	0.106117	-2.13012e-15	0.5	0.0304638
5.47	-7.08132	-0.43684	-1.78899e-14	0.575814	0.10613	-1.74455e-15	0.5	0.0304637
5.48	-7.07556	-0.435778	-1.79031e-14	0.576012	0.106142	-1.31764e-15	0.5	0.0304636
5.49	-7.0698	-0.434717	-1.79147e-14	0.57621	0.106154	-1.15501e-15	0.5	0.0304634
5.5	-7.06403	-0.433655	-1.79298e-14	0.576409	0.106166	-1.51551e-15	0.5	0.0304633
5.51	-7.05826	-0.432593	-1.7947e-14	0.576609	0.106179	-1.71677e-15	0.5	0.0304632
5.52	-7.0525	-0.431531	-1.79676e-14	0.576808	0.106191	-2.06371e-15	0.5	0.0304631
5.53	-7.04673	-0.430469	-1.79864e-14	0.577008	0.106203	-1.87465e-15	0.5	0.030463
5.54	-7.04095	-0.429407	-1.80087e-14	0.577208	0.106215	-2.23244e-15	0.5	0.0304629
5.55	-7.03518	-0.428345	-1.8035e-14	0.577409	0.106228	-2.62953e-15	0.5	0.0304628
5.56	-7.0294	-0.427282	-1.8064e-14	0.57761	0.10624	-2.90261e-15	0.5	0.0304626
